0.103695 1.412259 -0.016072 0.015253 0.000753 0.000675 0.000157 0.999999
0.311082 4.218321 0.015800 0.053429 0.001238 -0.000041 -0.000434 0.999999
0.414751 5.564445 0.019377 0.070625 0.000758 -0.000498 -0.000406 1.000000
0.725770 9.595737 0.028114 0.132902 -0.000168 0.000991 -0.002251 0.999997
0.829428 10.908357 0.029600 0.154696 0.000148 0.001765 -0.003397 0.999993
1.036884 13.428956 0.006366 0.183930 0.000121 0.002012 -0.006215 0.999979
1.140625 14.697002 0.010138 0.199342 0.000819 0.001281 -0.008121 0.999966
1.348049 17.131206 -0.032917 0.230482 0.000324 0.000845 -0.011773 0.999930
1.555542 19.538836 -0.095914 0.263877 -0.000460 0.000865 -0.017764 0.999842
1.659333 20.745698 -0.134406 0.277800 -0.001181 0.000963 -0.021747 0.999762
1.763122 21.932335 -0.190373 0.291022 -0.001762 0.001643 -0.025834 0.999663
1.866911 23.044371 -0.260009 0.306606 -0.002740 0.002121 -0.030948 0.999515
1.970724 24.171265 -0.333150 0.316886 -0.003952 0.002423 -0.037234 0.999296
2.074561 25.304229 -0.426100 0.329239 -0.004984 0.003029 -0.044769 0.998980
2.178398 26.437843 -0.529254 0.338070 -0.006093 0.003760 -0.052660 0.998587
2.282237 27.524705 -0.652484 0.343834 -0.006437 0.004333 -0.061334 0.998087
2.386097 28.631417 -0.798678 0.354035 -0.005939 0.004371 -0.071145 0.997439
2.489935 29.688141 -0.966439 0.357756 -0.005610 0.003983 -0.081020 0.996689
2.593773 30.741944 -1.145878 0.357647 -0.004342 0.003890 -0.091426 0.995795
2.697609 31.807217 -1.350084 0.364084 -0.002197 0.004772 -0.102747 0.994694
2.801398 32.822854 -1.577305 0.364848 0.000640 0.005405 -0.114225 0.993440
2.905211 33.829733 -1.828217 0.371173 0.003405 0.005051 -0.126009 0.992010
3.009047 34.828720 -2.103703 0.375170 0.006380 0.003999 -0.139205 0.990235
3.112883 35.772615 -2.396036 0.380605 0.007896 0.004279 -0.152617 0.988245
3.216722 36.716659 -2.712670 0.381902 0.009002 0.005307 -0.166936 0.985912
3.320557 37.644937 -3.053381 0.380291 0.011160 0.006335 -0.181260 0.983351
3.424395 38.568515 -3.428434 0.383882 0.012715 0.006073 -0.195670 0.980569
3.528210 39.468806 -3.818479 0.378971 0.013337 0.004123 -0.210849 0.977419
3.631998 40.352622 -4.242879 0.374412 0.014305 0.001295 -0.226305 0.973951
3.735785 41.186339 -4.677389 0.373639 0.015552 -0.000428 -0.242149 0.970114
3.839601 41.997580 -5.131972 0.383317 0.015452 0.001151 -0.258345 0.965928
3.943413 42.788825 -5.608312 0.385083 0.014414 0.004585 -0.275200 0.961268
4.047224 43.604402 -6.153483 0.378050 0.014013 0.006378 -0.292392 0.956174
4.151013 44.367278 -6.690171 0.374779 0.012091 0.004880 -0.310162 0.950594
4.254778 45.114195 -7.270601 0.369292 0.009435 0.002119 -0.327962 0.944642
4.358499 45.819012 -7.853870 0.356727 0.008269 0.001177 -0.345165 0.938505
4.462168 46.506039 -8.461271 0.358526 0.008968 0.002460 -0.361979 0.932140
4.565859 47.157644 -9.079336 0.357794 0.009345 0.002958 -0.378181 0.925680
4.669552 47.795836 -9.736866 0.360307 0.009473 0.001436 -0.395337 0.918486
4.773244 48.399458 -10.407571 0.358832 0.008762 0.000553 -0.411856 0.911207
4.876937 48.980278 -11.102082 0.355206 0.007627 0.000519 -0.427871 0.903808
4.980630 49.534442 -11.806699 0.354849 0.007285 -0.000196 -0.444125 0.895935
5.084346 50.065663 -12.535765 0.359668 0.005725 -0.002427 -0.460234 0.887776
5.188075 50.590167 -13.310207 0.361830 0.002641 -0.006170 -0.475821 0.879517
5.291795 51.066160 -14.099075 0.374087 -0.000136 -0.009093 -0.491820 0.870649
5.395502 51.505967 -14.889909 0.389515 -0.002450 -0.009474 -0.507731 0.861460
5.499217 51.928608 -15.695392 0.408757 -0.003441 -0.007674 -0.523444 0.852019
5.602934 52.317936 -16.523656 0.431827 -0.004139 -0.004486 -0.538967 0.842305
5.706628 52.680191 -17.367976 0.450274 -0.005728 -0.002346 -0.554544 0.832131
5.810319 53.019168 -18.235570 0.471345 -0.008492 -0.000161 -0.569922 0.821655
5.914035 53.318930 -19.122348 0.478865 -0.011089 0.001641 -0.585613 0.810513
6.017755 53.593105 -20.012052 0.492490 -0.012127 0.003366 -0.600622 0.799434
6.121472 53.825200 -20.922910 0.502457 -0.012440 0.003994 -0.615446 0.788071
6.225166 54.030016 -21.842041 0.517345 -0.012313 0.004387 -0.629932 0.776540
6.328834 54.207458 -22.779241 0.522791 -0.011542 0.004031 -0.643537 0.765317
6.432502 54.351536 -23.731802 0.534173 -0.009037 0.001921 -0.657131 0.753720
6.536196 54.461182 -24.680682 0.558342 -0.008911 -0.000078 -0.669969 0.742335
6.639866 54.532990 -25.643024 0.564108 -0.010551 -0.002343 -0.682722 0.730598
6.743463 54.577772 -26.619939 0.588713 -0.010031 -0.004916 -0.693408 0.720458
6.847034 54.598906 -27.581984 0.616538 -0.008788 -0.005240 -0.702768 0.711346
6.950584 54.594208 -28.555847 0.636289 -0.007478 -0.004123 -0.711323 0.702814
7.054132 54.570656 -29.551921 0.659864 -0.006374 -0.003470 -0.718010 0.695995
7.157705 54.533909 -30.548603 0.680406 -0.006612 -0.004811 -0.723809 0.689952
7.261279 54.481558 -31.560006 0.696890 -0.007340 -0.007575 -0.728729 0.684721
7.364854 54.406412 -32.563021 0.721697 -0.007812 -0.009968 -0.733391 0.679689
7.468427 54.321105 -33.575755 0.748627 -0.007326 -0.013346 -0.736760 0.675983
7.572024 54.221909 -34.592573 0.787832 -0.007800 -0.015988 -0.739103 0.673358
7.675620 54.122865 -35.610905 0.824211 -0.008801 -0.018358 -0.740487 0.671762
7.779218 54.022585 -36.620724 0.868257 -0.009598 -0.020051 -0.741394 0.670702
7.882862 53.922831 -37.637386 0.916291 -0.010460 -0.021278 -0.742263 0.669689
7.986506 53.816970 -38.653085 0.964298 -0.011468 -0.022524 -0.743249 0.668537
8.090152 53.714527 -39.673931 1.015941 -0.012306 -0.024174 -0.743849 0.667797
8.193845 53.606775 -40.686064 1.070166 -0.011970 -0.025321 -0.744612 0.666909
8.297539 53.486935 -41.706550 1.123345 -0.011517 -0.024985 -0.745331 0.666127
8.401209 53.372138 -42.748923 1.184171 -0.011294 -0.024675 -0.746083 0.665300
8.504878 53.246646 -43.756107 1.239852 -0.011732 -0.024850 -0.746764 0.664521
8.608570 53.135466 -44.801608 1.295268 -0.012954 -0.024913 -0.747111 0.664105
8.712262 52.998363 -45.863305 1.354792 -0.014452 -0.025195 -0.748435 0.662572
8.815956 52.881609 -46.965506 1.419240 -0.016541 -0.025673 -0.749308 0.661517
8.919675 52.750962 -48.045311 1.484802 -0.019343 -0.025855 -0.750009 0.660639
9.023400 52.622802 -49.072986 1.553076 -0.021073 -0.025856 -0.750715 0.659784
9.127118 52.493272 -50.105967 1.626094 -0.021318 -0.024288 -0.751596 0.658831
9.230804 52.346461 -51.148436 1.687910 -0.020954 -0.022129 -0.752605 0.657767
9.334496 52.204140 -52.214773 1.755851 -0.020177 -0.021382 -0.752873 0.657509
9.438189 52.067216 -53.279044 1.821159 -0.020394 -0.021279 -0.753484 0.656806
9.541881 51.929164 -54.349735 1.885599 -0.020985 -0.022838 -0.753984 0.656160
9.645573 51.772334 -55.417287 1.955631 -0.021911 -0.023463 -0.754455 0.655566
9.749241 51.617342 -56.482043 2.029592 -0.022533 -0.023236 -0.754441 0.655569
9.852911 51.471158 -57.557104 2.103546 -0.023101 -0.021734 -0.754253 0.655817
9.956606 51.325051 -58.627366 2.175743 -0.024121 -0.020197 -0.753960 0.656167
10.060299 51.188715 -59.722332 2.248555 -0.025711 -0.019178 -0.753891 0.656216
10.163968 51.025271 -60.815154 2.323350 -0.027415 -0.017827 -0.754014 0.656044
10.267636 50.879314 -61.904068 2.395562 -0.028404 -0.016236 -0.754069 0.655980
10.371330 50.733283 -62.990705 2.459685 -0.026828 -0.014648 -0.754280 0.655841
10.475025 50.590705 -64.077877 2.519109 -0.022622 -0.012801 -0.754468 0.655822
10.578697 50.445630 -65.189910 2.572996 -0.018327 -0.013222 -0.754369 0.656061
10.682363 50.297819 -66.309488 2.626293 -0.015646 -0.016990 -0.754064 0.656394
10.786029 50.142691 -67.416610 2.684629 -0.015280 -0.020443 -0.753709 0.656712
10.889699 49.985648 -68.541400 2.740984 -0.016200 -0.023260 -0.753362 0.656995
10.993391 49.826186 -69.659464 2.822615 -0.017079 -0.024227 -0.753092 0.657248
11.097109 49.672726 -70.787455 2.884299 -0.017395 -0.023031 -0.753120 0.657250
11.200827 49.533973 -71.908479 2.949007 -0.016172 -0.021063 -0.753029 0.657451
11.304519 49.384170 -73.034698 3.011065 -0.015886 -0.019568 -0.752969 0.657573
11.408211 49.245283 -74.176498 3.065525 -0.016630 -0.019348 -0.752949 0.657584
11.511904 49.076479 -75.345673 3.129653 -0.018226 -0.020535 -0.752232 0.658326
11.615598 48.948257 -76.530778 3.194264 -0.019144 -0.022050 -0.752057 0.658451
11.719293 48.810202 -77.711650 3.255507 -0.018905 -0.020963 -0.752078 0.658470
11.822961 48.658714 -78.870621 3.319708 -0.016196 -0.019528 -0.752109 0.658550
11.926630 48.505120 -80.001460 3.386991 -0.015122 -0.018829 -0.751916 0.658817
12.030275 48.345380 -81.151134 3.448720 -0.016787 -0.018856 -0.751905 0.658788
12.133922 48.210306 -82.328833 3.505563 -0.018326 -0.019648 -0.751849 0.658788
12.237591 48.053860 -83.515121 3.572217 -0.018563 -0.018821 -0.751967 0.658671
12.341259 47.898094 -84.661027 3.632900 -0.017679 -0.017603 -0.752461 0.658165
12.444927 47.745475 -85.832153 3.696154 -0.016666 -0.017416 -0.752114 0.658592
12.548596 47.583636 -87.042348 3.757520 -0.016128 -0.017957 -0.751047 0.659808
12.652267 47.440022 -88.216426 3.817188 -0.015253 -0.018664 -0.750882 0.659997
12.756874 47.289694 -89.411320 3.877648 -0.015122 -0.018643 -0.750687 0.660221
12.860549 47.131111 -90.603234 3.937925 -0.014759 -0.018829 -0.750326 0.660634
12.963279 46.974906 -91.809158 4.001496 -0.013953 -0.018384 -0.749798 0.661264
13.066968 46.822099 -93.020499 4.062266 -0.013980 -0.017569 -0.749285 0.661866
13.170685 46.676699 -94.234423 4.116239 -0.013296 -0.017759 -0.748843 0.662376
