0.103743 0.934053 0.002878 0.010193 0.001766 -0.000614 -0.024896 0.999688
0.207461 1.847747 -0.073429 0.025693 0.001745 -0.001147 -0.046847 0.998900
0.311153 2.798283 -0.191849 0.039442 0.002719 -0.002565 -0.070409 0.997511
0.414824 3.734170 -0.363469 0.051231 0.004390 -0.004369 -0.093047 0.995642
0.518467 4.666277 -0.603165 0.064043 0.004987 -0.005169 -0.115315 0.993303
0.622112 5.554350 -0.809175 0.074798 0.007173 -0.005147 -0.137271 0.990494
0.725781 6.434036 -1.093895 0.097790 0.008843 -0.005451 -0.156263 0.987661
0.829425 7.363941 -1.439841 0.115793 0.009103 -0.006356 -0.175773 0.984368
0.933091 8.270453 -1.807198 0.129697 0.009245 -0.005864 -0.193417 0.981055
1.036808 9.134155 -2.180983 0.137582 0.010383 -0.005202 -0.210379 0.977551
1.140506 10.051733 -2.647483 0.157156 0.010690 -0.005126 -0.226319 0.973981
1.244174 10.912814 -3.083904 0.176362 0.009229 -0.005190 -0.242368 0.970127
1.347847 11.776720 -3.588897 0.175517 0.008936 -0.005906 -0.258155 0.966044
1.451540 12.661778 -4.110750 0.186565 0.009742 -0.006259 -0.273630 0.961765
1.555253 13.505944 -4.661904 0.199289 0.010450 -0.006062 -0.288137 0.957513
1.658971 14.359061 -5.288276 0.213788 0.010152 -0.004930 -0.302362 0.953126
1.762666 15.207890 -5.896440 0.215818 0.010630 -0.004826 -0.316585 0.948492
1.866334 16.062616 -6.565845 0.218013 0.011894 -0.005369 -0.329266 0.944147
1.970003 16.891464 -7.250478 0.224453 0.013848 -0.006039 -0.341273 0.939843
2.073674 17.710091 -7.980575 0.226391 0.015961 -0.006927 -0.352259 0.935741
2.177347 18.533760 -8.714257 0.233174 0.018716 -0.007485 -0.361644 0.932098
2.281015 19.346110 -9.481931 0.239018 0.020896 -0.007698 -0.369480 0.928972
2.384680 20.146233 -10.262422 0.242762 0.022345 -0.007951 -0.377238 0.925813
2.488350 20.947524 -11.052331 0.249847 0.023766 -0.007634 -0.383848 0.923059
2.592020 21.751802 -11.890942 0.252429 0.024164 -0.006982 -0.390223 0.920377
2.695666 22.593907 -12.760353 0.254837 0.024191 -0.006888 -0.395242 0.918232
2.799311 23.371739 -13.625186 0.250910 0.023918 -0.008056 -0.400400 0.915993
2.902979 24.158230 -14.477022 0.249150 0.023641 -0.009619 -0.405151 0.913893
3.006646 24.975441 -15.382646 0.247462 0.023614 -0.010565 -0.409330 0.912020
3.110315 25.783020 -16.321468 0.249627 0.023243 -0.010859 -0.413408 0.910184
3.213985 26.617978 -17.275760 0.245917 0.023122 -0.011014 -0.416077 0.908969
3.317631 27.456694 -18.257058 0.245551 0.023151 -0.011830 -0.418275 0.907948
3.421299 28.308951 -19.261074 0.249608 0.022500 -0.012468 -0.419543 0.907371
3.524966 29.155974 -20.262443 0.252355 0.022519 -0.012517 -0.421833 0.906307
3.628636 30.035524 -21.312440 0.259300 0.022620 -0.012113 -0.422943 0.905793
3.732307 30.915200 -22.351639 0.261136 0.023275 -0.011209 -0.424067 0.905262
3.835951 31.815896 -23.425530 0.261104 0.023812 -0.010854 -0.425123 0.904757
3.939643 32.719606 -24.514658 0.259045 0.024579 -0.011119 -0.425860 0.904387
4.043337 33.633724 -25.633234 0.252851 0.024921 -0.011301 -0.426285 0.904175
4.147007 34.576554 -26.758139 0.256534 0.025269 -0.011883 -0.425967 0.904308
4.250676 35.526554 -27.906147 0.254451 0.025129 -0.012125 -0.426141 0.904226
4.354321 36.489257 -29.058354 0.260224 0.024938 -0.012507 -0.425990 0.904298
4.457968 37.451553 -30.223951 0.262563 0.024759 -0.012395 -0.425217 0.904668
4.561636 38.455831 -31.433896 0.264430 0.024842 -0.011994 -0.424616 0.904953
4.665304 39.464559 -32.632259 0.267166 0.025403 -0.012403 -0.423524 0.905444
4.768995 40.496230 -33.853319 0.268631 0.024994 -0.012805 -0.422362 0.905992
